,run_1,run_2,run_3,run_4,run_5,run_6
Q1_top_artists_by_avg_pop,6396.6683840008045,6413.488009999128,6357.603026001016,6390.119109999432,6362.993655000537,6407.610177999231
Q2_eminem_solo_tracks,31.19163799965463,26.706878999902983,26.26432500073861,26.382173000456532,27.593438000621973,26.81612999913341
Q3_top_genre_per_year,120000.0,120000.0,120000.0,120000.0,120000.0,120000.0
