,run_1,run_2,run_3,run_4,run_5,run_6
Q1_top_artists_by_avg_pop,6349.840899998526,6347.884838998652,6377.246726999147,6441.544356001032,6340.4059750009765,6388.306969000041
Q2_eminem_solo_tracks,30.280741000751732,26.925510999717517,25.48317800028599,27.918544999920414,26.04881999832287,26.29986300053133
Q3_top_genre_per_year,21194.630607000363,21094.656782999664,21145.859943999312,21116.40708899904,21106.828886000585,21108.48112399981
