,run_1,run_2,run_3,run_4,run_5,run_6
Q1,29323.336739000297,10849.423196999851,10220.083418000286,9043.962155999907,9019.164309999724,8879.698572000052
Q2,1362.981977000345,1295.9694210003363,1287.8330829998959,1271.6541579993645,1381.3384529994437,1380.8528070003376
Q3,8733.556954999585,8879.194545000246,8497.985281000183,7845.329364999998,7875.575741999455,7865.958669000065
